City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Richards Bay,ZA,2021-11-20 19:49:33,-28.783,32.0377,67.24,67,100,3.4
268,Cockburn Town,TC,2021-11-20 19:49:33,21.4612,-71.1419,80.56,74,75,11.5
269,Chhapar,IN,2021-11-20 19:49:34,27.8167,74.4,67.35,30,0,4.52
270,Harindanga,IN,2021-11-20 19:49:34,22.0383,88.3214,73.38,58,22,3.65
271,Paita,PE,2021-11-20 19:49:34,-5.0892,-81.1144,75.76,73,73,16.75
272,Abu Zabad,SD,2021-11-20 19:49:35,12.35,29.25,74.75,20,0,13.6
273,High Level,CA,2021-11-20 19:44:56,58.5169,-117.136,3.31,78,20,0.0
274,Saint George,US,2021-11-20 19:49:06,37.1041,-113.5841,64.63,27,1,1.01
275,Scarborough,GB,2021-11-20 19:49:35,54.2797,-0.4044,50.54,83,91,3.0
276,Berlevag,NO,2021-11-20 19:49:35,70.8578,29.0864,30.31,67,100,25.64
277,Tommot,RU,2021-11-20 19:49:36,58.9564,126.2925,-18.92,100,87,0.89
278,Russell,US,2021-11-20 19:45:26,32.3502,-85.1999,64.11,41,1,4.61
279,Nyurba,RU,2021-11-20 19:49:36,63.2842,118.3319,-21.53,100,89,1.34
280,Maibong,IN,2021-11-20 19:49:36,25.3,93.1667,59.9,75,8,0.98
281,Nyagan,RU,2021-11-20 19:49:37,62.1406,65.3936,24.78,96,100,6.13
282,Puri,IN,2021-11-20 19:45:18,19.8,85.85,75.72,78,12,4.9
283,Solhan,TR,2021-11-20 19:49:37,38.9634,41.0293,39.81,97,100,1.9
284,Longyan,CN,2021-11-20 19:49:37,25.1072,117.0225,62.71,94,76,1.21
285,Tautira,PF,2021-11-20 19:49:37,-17.7333,-149.15,82.42,67,16,14.9
286,Tiznit,MA,2021-11-20 19:49:38,29.5833,-9.5,60.89,71,0,2.06
287,Sao Jose Da Coroa Grande,BR,2021-11-20 19:49:38,-8.8978,-35.1478,80.67,73,19,11.48
288,Gizo,SB,2021-11-20 19:49:39,-8.103,156.8419,81.55,72,14,2.64
289,Pisco,PE,2021-11-20 19:49:39,-13.7,-76.2167,71.65,73,20,6.91
290,Batemans Bay,AU,2021-11-20 19:49:40,-35.7167,150.1833,59.2,96,100,6.33
291,Ca Mau,VN,2021-11-20 19:49:40,9.1769,105.15,75.13,94,100,4.54
292,Palmer,US,2021-11-20 19:45:57,42.1584,-72.3287,47.07,38,75,1.01
293,Henties Bay,NA,2021-11-20 19:49:40,-22.116,14.2845,59.86,93,18,5.21
294,Chegdomyn,RU,2021-11-20 19:49:41,51.1167,133.0167,-2.88,100,99,1.23
295,Zhigalovo,RU,2021-11-20 19:49:41,54.8097,105.1578,2.64,96,100,3.2
296,Mildura,AU,2021-11-20 19:48:18,-34.2,142.15,48.16,87,0,8.05
297,Tyret Pervaya,RU,2021-11-20 19:49:41,53.6703,102.3106,-11.42,98,5,2.1
298,Ilulissat,GL,2021-11-20 19:49:42,69.2167,-51.1,23.02,74,75,5.75
299,Asau,RO,2021-11-20 19:49:42,46.4333,26.4,44.96,61,36,6.22
300,Campbell River,CA,2021-11-20 19:49:42,50.0163,-125.2446,43.59,83,90,1.01
301,Isangel,VU,2021-11-20 19:49:43,-19.55,169.2667,75.31,83,75,0.0
302,Sakakah,SA,2021-11-20 19:49:07,29.9697,40.2064,63.97,34,95,7.67
303,Diffa,NE,2021-11-20 19:49:43,13.3154,12.6113,80.42,18,0,4.61
304,Mitsamiouli,KM,2021-11-20 19:49:43,-11.3847,43.2844,79.59,77,4,10.65
305,Along,IN,2021-11-20 19:49:44,28.1667,94.7667,55.9,71,70,1.83
306,Kavos,GR,2021-11-20 19:49:44,38.8268,22.8322,55.02,79,5,1.52
307,Silos,CO,2021-11-20 19:49:44,7.2052,-72.7564,58.28,40,58,7.54
308,Bud,US,2021-11-20 19:49:45,39.447,-86.1758,52.12,50,92,10.67
309,Inongo,CD,2021-11-20 19:49:45,-1.95,18.2667,72.93,89,83,2.73
310,Broken Hill,AU,2021-11-20 19:49:45,-31.95,141.4333,53.31,94,90,17.27
311,Ratnagiri,IN,2021-11-20 19:49:45,16.9833,73.3,78.78,86,100,5.01
312,Kudahuvadhoo,MV,2021-11-20 19:49:46,2.6708,72.8944,81.52,76,87,18.1
313,Lagoa,PT,2021-11-20 19:49:46,39.05,-27.9833,65.16,75,100,25.52
314,Beni Suef,EG,2021-11-20 19:49:46,29.0731,31.0979,60.6,73,32,6.69
315,Belmonte,BR,2021-11-20 19:49:47,-15.8631,-38.8828,84.2,79,100,10.29
316,La Paz,BO,2021-11-20 19:49:47,-16.5,-68.15,62.58,38,40,13.8
317,Touros,BR,2021-11-20 19:49:47,-5.1989,-35.4608,85.1,71,99,12.75
318,Medvedka,RU,2021-11-20 19:49:47,61.1629,46.387,23.68,99,100,1.79
319,Voi,KE,2021-11-20 19:49:48,-3.3945,38.563,73.22,84,80,5.03
320,Kipini,KE,2021-11-20 19:49:48,-2.5257,40.5262,82.69,80,18,9.57
321,Vila,PT,2021-11-20 19:49:48,42.0304,-8.1588,49.93,78,40,3.22
322,Huanren,CN,2021-11-20 19:49:49,41.2647,125.3667,34.12,65,100,1.97
323,Tupi Paulista,BR,2021-11-20 19:49:49,-21.3811,-51.5706,81.88,57,99,8.52
324,Talaya,RU,2021-11-20 19:49:49,61.3833,152.75,-4.4,100,100,1.23
325,Coxim,BR,2021-11-20 19:49:49,-18.5067,-54.76,81.84,75,45,5.5
326,Kiama,AU,2021-11-20 19:49:50,-34.6833,150.8667,59.38,95,100,1.99
327,Ibimirim,BR,2021-11-20 19:49:50,-8.5406,-37.6903,96.64,12,20,10.4
328,Mathbaria,BD,2021-11-20 19:49:50,22.2876,89.9593,67.26,71,12,2.84
329,Glens Falls,US,2021-11-20 19:46:36,43.3095,-73.644,44.08,57,1,3.0
330,Pevek,RU,2021-11-20 19:49:51,69.7008,170.3133,-11.09,98,60,3.58
331,Berbera,SO,2021-11-20 19:49:51,10.4396,45.0143,80.85,61,9,1.41
332,Svobodnyy,RU,2021-11-20 19:49:51,51.4,128.1333,7.79,91,100,3.53
333,Acapulco,MX,2021-11-20 19:48:13,16.8634,-99.8901,85.55,60,0,5.91
334,Porto Novo,BJ,2021-11-20 19:49:52,6.4965,2.6036,84.02,82,55,7.94
335,Gunjur,GM,2021-11-20 19:49:53,13.2019,-16.7339,86.07,54,0,4.61
336,Aykhal,RU,2021-11-20 19:49:53,66.0,111.5,-20.02,100,75,4.85
337,Carndonagh,IE,2021-11-20 19:49:53,55.25,-7.2667,45.79,72,16,17.56
338,Kupang,ID,2021-11-20 19:49:53,-10.1667,123.5833,80.64,82,90,3.31
339,Axim,GH,2021-11-20 19:49:54,4.8699,-2.2405,80.49,85,16,7.0
340,Warud,IN,2021-11-20 19:49:54,21.4667,78.2667,70.92,60,49,5.88
341,Jiuquan,CN,2021-11-20 19:49:54,39.7432,98.5174,16.23,72,65,3.78
342,Kuusamo,FI,2021-11-20 19:49:54,65.9667,29.1833,26.64,93,90,10.36
343,Pringsewu,ID,2021-11-20 19:49:55,-5.3582,104.9744,74.98,90,100,3.13
344,Denpasar,ID,2021-11-20 19:49:55,-8.65,115.2167,76.71,94,40,2.3
345,Karlstad,SE,2021-11-20 19:49:55,59.3793,13.5036,37.96,87,89,2.3
346,Kosa,RU,2021-11-20 19:49:56,59.9445,54.9977,25.25,93,100,7.99
347,Benghazi,LY,2021-11-20 19:49:56,32.1167,20.0667,67.32,65,96,14.34
348,Honiara,SB,2021-11-20 19:49:56,-9.4333,159.95,78.49,82,40,1.21
349,Buin,CL,2021-11-20 19:46:31,-33.7333,-70.75,90.05,19,0,13.96
350,Bumba,CD,2021-11-20 19:49:57,2.1833,22.4667,73.9,83,100,2.53
351,Santa Eulalia,PE,2021-11-20 19:49:57,-11.85,-76.6833,46.99,47,100,10.45
352,Yadgir,IN,2021-11-20 19:49:57,16.7667,77.1333,73.15,91,100,10.25
353,Thompson,CA,2021-11-20 19:45:00,55.7435,-97.8558,19.56,79,90,18.41
354,Abu Samrah,SY,2021-11-20 19:49:57,35.3029,37.1841,53.89,86,98,12.57
355,Tres Arroyos,AR,2021-11-20 19:49:58,-38.3739,-60.2798,92.17,17,24,17.4
356,Codrington,AU,2021-11-20 19:49:58,-38.2667,141.9667,50.41,81,2,7.63
357,Labuhan,ID,2021-11-20 19:49:58,-6.8844,112.2051,78.19,86,100,4.54
358,Mastic Beach,US,2021-11-20 19:49:59,40.7668,-72.8521,47.39,55,1,1.01
359,Fortuna,US,2021-11-20 19:49:59,40.5982,-124.1573,60.33,69,1,1.99
360,Wanxian,CN,2021-11-20 19:49:59,30.8039,108.3897,57.87,93,100,1.57
361,Barabai,ID,2021-11-20 19:50:00,-2.5833,115.3833,74.05,98,100,1.16
362,Ilo,PE,2021-11-20 19:50:00,-17.6394,-71.3375,72.46,64,0,12.66
363,Bamnet Narong,TH,2021-11-20 19:50:00,15.4992,101.6897,74.95,84,92,3.51
364,Komsomolskiy,UZ,2021-11-20 19:50:01,40.4272,71.7189,31.42,64,0,4.61
365,Sabang,ID,2021-11-20 19:50:01,5.8933,95.3214,81.43,79,77,17.58
366,Marsabit,KE,2021-11-20 19:50:01,2.3284,37.9899,72.79,47,5,11.68
367,Gwadar,PK,2021-11-20 19:50:02,25.1216,62.3254,73.58,30,2,9.15
368,Yenagoa,NG,2021-11-20 19:50:02,4.9247,6.2642,77.29,93,93,5.55
369,Noumea,NC,2021-11-20 19:45:04,-22.2763,166.4572,67.98,91,100,12.44
370,Mackay,AU,2021-11-20 19:46:31,-21.15,149.2,67.05,88,40,4.61
371,Talara,PE,2021-11-20 19:50:03,-4.5772,-81.2719,75.96,64,0,17.27
372,Seka,TH,2021-11-20 19:50:03,17.9285,103.9552,73.18,86,64,2.71
373,Tadine,NC,2021-11-20 19:50:04,-21.55,167.8833,75.79,78,10,13.44
374,Musoma,TZ,2021-11-20 19:50:04,-1.5,33.8,69.82,88,75,4.61
375,Siguiri,GN,2021-11-20 19:50:04,11.6667,-9.5,81.59,20,1,3.24
376,Bam,IR,2021-11-20 19:50:05,29.106,58.357,54.77,25,0,2.48
377,Katiola,CI,2021-11-20 19:50:05,8.1333,-5.1,83.03,46,28,4.45
378,Hambantota,LK,2021-11-20 19:50:05,6.1241,81.1185,77.2,74,95,13.98
379,Klaksvik,FO,2021-11-20 19:50:06,62.2266,-6.589,38.32,77,100,29.28
380,Ozinki,RU,2021-11-20 19:50:06,51.1786,49.6769,35.91,99,100,26.19
381,Kungurtug,RU,2021-11-20 19:50:06,50.5994,97.5228,-10.23,91,73,2.19
382,Mayo,US,2021-11-20 19:50:07,38.8876,-76.5119,50.36,54,1,8.01
383,Muros,ES,2021-11-20 19:50:07,42.7762,-9.0603,60.84,88,65,4.21
384,Tocopilla,CL,2021-11-20 19:50:07,-22.092,-70.1979,69.78,57,21,8.3
385,Copala,MX,2021-11-20 19:50:07,16.65,-98.9833,86.36,54,0,6.64
386,Galle,LK,2021-11-20 19:50:08,6.0367,80.217,79.11,73,84,12.12
387,Kalmunai,LK,2021-11-20 19:50:08,7.4167,81.8167,78.39,86,51,5.35
388,Kieta,PG,2021-11-20 19:50:08,-6.2167,155.6333,79.09,83,90,1.23
389,Tromso,NO,2021-11-20 19:50:08,69.6496,18.957,29.05,93,75,10.36
390,Vila Velha,BR,2021-11-20 19:50:09,-20.3297,-40.2925,73.35,96,90,15.99
391,Xichang,CN,2021-11-20 19:50:09,27.8964,102.2634,51.31,81,88,1.19
392,Saint-Joseph,RE,2021-11-20 19:50:09,-21.3667,55.6167,73.76,76,12,4.09
393,Petropavlovsk-Kamchatskiy,RU,2021-11-20 19:50:10,53.0452,158.6483,36.19,81,90,20.13
394,Altay,CN,2021-11-20 19:50:10,47.8667,88.1167,7.77,57,1,7.05
395,Shirokiy,RU,2021-11-20 19:50:11,49.758,129.523,-6.05,100,68,3.56
396,Saa,CM,2021-11-20 19:50:11,4.3667,11.45,72.1,90,60,4.85
397,Lahij,YE,2021-11-20 19:50:11,13.1667,44.5833,75.7,47,31,3.27
398,Iskateley,RU,2021-11-20 19:50:12,67.6803,53.1512,25.27,94,100,9.6
399,Acari,PE,2021-11-20 19:50:12,-15.4311,-74.6158,75.47,58,100,8.05
400,Prattville,US,2021-11-20 19:50:12,32.464,-86.4597,65.62,47,1,6.91
401,Odweyne,SO,2021-11-20 19:50:12,9.4092,45.064,71.33,34,6,7.2
402,Pochutla,MX,2021-11-20 19:50:13,15.7432,-96.4661,90.82,52,0,7.83
403,Coihaique,CL,2021-11-20 19:46:08,-45.5752,-72.0662,65.01,55,75,6.91
404,Linkou,CN,2021-11-20 19:50:13,45.3,130.2833,16.97,96,65,0.92
405,Barra Dos Coqueiros,BR,2021-11-20 19:46:47,-10.9089,-37.0386,84.22,70,20,16.11
406,Sobolevo,RU,2021-11-20 19:50:13,54.4299,31.8996,38.8,70,99,17.76
407,Constantine,DZ,2021-11-20 19:50:14,36.365,6.6147,56.61,71,75,8.05
408,Namibe,AO,2021-11-20 19:50:14,-15.1961,12.1522,67.6,80,19,7.56
409,Gambiran,ID,2021-11-20 19:50:14,-6.7988,111.4951,74.64,88,99,2.66
410,Launceston,AU,2021-11-20 19:47:10,-41.45,147.1667,49.64,90,75,9.22
411,Port Moresby,PG,2021-11-20 19:50:15,-9.4431,147.1797,76.42,100,75,3.44
412,Sisimiut,GL,2021-11-20 19:50:15,66.9395,-53.6735,27.39,95,100,13.58
413,Wanning,CN,2021-11-20 19:50:15,18.8003,110.3967,75.63,85,67,1.16
414,Kaitangata,NZ,2021-11-20 19:50:09,-46.2817,169.8464,54.86,90,100,0.74
415,Namatanai,PG,2021-11-20 19:50:16,-3.6667,152.4333,78.04,84,70,4.27
416,Copiapo,CL,2021-11-20 19:50:16,-27.3667,-70.3333,65.89,22,0,9.78
417,Thinadhoo,MV,2021-11-20 19:50:16,0.5333,72.9333,80.85,81,100,16.91
418,Panacan,PH,2021-11-20 19:50:17,9.2463,118.4082,79.23,83,71,3.33
419,Thiene,IT,2021-11-20 19:50:17,45.7088,11.4796,48.11,93,5,2.53
420,Takoradi,GH,2021-11-20 19:50:18,4.8845,-1.7554,80.92,85,43,7.56
421,Williamsport,US,2021-11-20 19:50:18,41.2412,-77.0011,45.36,62,1,3.0
422,Ancud,CL,2021-11-20 19:46:35,-41.8697,-73.8203,60.33,76,66,11.81
423,Oranjemund,NA,2021-11-20 19:50:18,-28.55,16.4333,60.12,95,15,9.35
424,Wajid,SO,2021-11-20 19:50:19,3.8093,43.2471,79.54,59,100,17.85
425,Nueva Gorgona,PA,2021-11-20 19:50:19,8.55,-79.8667,87.91,53,91,4.41
426,Mantua,IT,2021-11-20 19:50:19,45.1667,10.7833,47.88,91,13,1.01
427,Miri,MY,2021-11-20 19:50:19,4.4148,114.0089,75.34,100,40,9.22
428,Quesnel,CA,2021-11-20 19:50:20,52.9999,-122.5029,32.5,69,90,6.91
429,Port Talbot,GB,2021-11-20 19:50:20,51.5924,-3.7802,54.99,88,97,6.42
430,Xingyi,CN,2021-11-20 19:50:20,24.1877,102.817,49.15,94,2,1.7
431,Acarau,BR,2021-11-20 19:50:20,-2.8856,-40.12,83.59,69,80,19.13
432,Beterou,BJ,2021-11-20 19:50:21,9.1992,2.2586,82.69,27,0,2.86
433,Broome,US,2021-11-20 19:50:21,42.2506,-75.833,43.84,62,1,3.0
434,Ambulu,ID,2021-11-20 19:50:21,-8.345,113.6058,75.29,86,100,1.88
435,Raga,SS,2021-11-20 19:50:22,8.4596,25.678,79.48,25,6,4.47
436,Bluefields,NI,2021-11-20 19:50:22,12.0137,-83.7635,78.21,91,100,10.98
437,Kawalu,ID,2021-11-20 19:50:22,-7.3817,108.2082,73.02,95,98,1.16
438,Notse,TG,2021-11-20 19:50:23,6.95,1.1667,79.93,77,14,6.08
439,Balkhash,KZ,2021-11-20 19:50:23,46.844,74.9804,20.43,78,84,15.59
440,Sibolga,ID,2021-11-20 19:50:23,1.7427,98.7792,77.27,88,100,2.42
441,Merauke,ID,2021-11-20 19:50:23,-8.4667,140.3333,78.87,89,98,11.81
442,Livingstone,ZM,2021-11-20 19:50:24,-17.8419,25.8543,71.53,67,100,5.17
443,Yima,CN,2021-11-20 19:50:24,34.7381,111.8839,44.53,72,21,14.27
444,Otavi,NA,2021-11-20 19:50:24,-19.65,17.3333,79.3,11,40,19.66
445,Salinas,US,2021-11-20 19:47:09,36.6777,-121.6555,69.01,65,1,0.0
446,Cardston,CA,2021-11-20 19:50:25,49.2,-113.3019,40.46,44,43,23.02
447,Vardo,NO,2021-11-20 19:50:25,70.3705,31.1107,31.6,69,98,29.08
448,Evans,US,2021-11-20 19:49:19,33.5337,-82.1307,62.44,45,1,3.0
449,Santa Maria,BR,2021-11-20 19:50:25,-29.6842,-53.8069,83.5,23,0,9.22
450,Port Blair,IN,2021-11-20 19:50:26,11.6667,92.75,81.01,86,93,12.41
451,Banda Aceh,ID,2021-11-20 19:50:26,5.5577,95.3222,79.05,83,78,11.68
452,Roma,US,2021-11-20 19:50:26,43.2128,-75.4557,44.46,64,1,9.22
453,Keti Bandar,PK,2021-11-20 19:50:27,24.1447,67.4497,74.8,22,0,12.5
454,San Cristobal,VE,2021-11-20 19:50:27,7.7669,-72.225,80.78,45,90,1.25
455,Abonnema,NG,2021-11-20 19:50:27,4.7084,6.7931,78.73,87,42,6.15
456,Linguere,SN,2021-11-20 19:50:27,15.3953,-15.1193,90.43,15,47,10.09
457,Semey,KZ,2021-11-20 19:50:28,50.4111,80.2275,12.49,69,38,17.31
458,Thaton,MM,2021-11-20 19:50:28,16.9206,97.3714,74.55,83,15,2.51
459,Ucluelet,CA,2021-11-20 19:48:47,48.9329,-125.5528,45.09,89,100,1.01
460,Dombarovskiy,RU,2021-11-20 19:50:28,50.7587,59.5386,22.55,88,100,16.33
461,Rundu,NA,2021-11-20 19:50:28,-17.9333,19.7667,74.77,58,100,4.83
462,Pital,CO,2021-11-20 19:50:29,2.2665,-75.8044,79.86,65,100,2.44
463,Matara,LK,2021-11-20 19:50:29,5.9485,80.5353,75.99,79,91,9.93
464,South Lake Tahoe,US,2021-11-20 19:50:29,38.9332,-119.9844,52.77,58,1,3.44
465,Kununurra,AU,2021-11-20 19:47:34,-15.7667,128.7333,82.38,78,97,0.0
466,Gazli,UZ,2021-11-20 19:50:30,40.1333,63.45,44.65,51,100,9.44
467,La Sarre,CA,2021-11-20 19:50:30,48.8002,-79.1996,34.45,95,100,12.75
468,Male,MV,2021-11-20 19:50:30,4.1748,73.5089,80.55,83,40,13.8
469,Mount Isa,AU,2021-11-20 19:50:31,-20.7333,139.5,80.37,57,6,5.75
470,Garelochhead,GB,2021-11-20 19:50:31,56.082,-4.8291,44.29,81,42,8.3
471,Ajdabiya,LY,2021-11-20 19:50:31,30.7554,20.2263,64.63,61,56,10.02
472,Smithers,CA,2021-11-20 19:49:31,54.7804,-127.1743,30.52,100,90,2.3
473,Cabanas,CU,2021-11-20 19:50:32,22.9758,-82.9219,84.67,82,100,10.13
474,Sinnamary,GF,2021-11-20 19:50:32,5.3833,-52.95,82.78,75,21,10.8
475,Lajosmizse,HU,2021-11-20 19:50:32,47.0213,19.5617,42.55,93,10,0.0
476,San Francisco,US,2021-11-20 19:46:12,37.7749,-122.4194,68.25,60,20,4.0
477,Rio Gallegos,AR,2021-11-20 19:50:32,-51.6226,-69.2181,57.25,21,75,39.12
478,Nhulunbuy,AU,2021-11-20 19:50:33,-12.2333,136.7667,75.81,88,69,0.0
479,Warrnambool,AU,2021-11-20 19:50:33,-38.3833,142.4833,50.67,80,5,7.72
480,Rosarito,MX,2021-11-20 19:50:33,32.3333,-117.0333,70.93,71,100,6.67
481,Morondava,MG,2021-11-20 19:50:34,-20.2833,44.2833,80.62,74,91,14.63
482,Tay Ninh,VN,2021-11-20 19:50:34,11.3,106.1,75.97,92,31,2.55
483,Isiro,CD,2021-11-20 19:50:34,2.7739,27.616,67.75,92,66,2.91
484,Luganville,VU,2021-11-20 19:50:35,-15.5333,167.1667,77.56,82,100,2.57
485,Khani,GE,2021-11-20 19:50:35,41.9563,42.9566,40.57,97,100,3.06
486,Sokoni,TZ,2021-11-20 19:50:35,-6.4333,39.55,80.46,72,67,13.38
487,Coffs Harbour,AU,2021-11-20 19:50:36,-30.3,153.1333,69.13,93,90,4.61
488,Etchoropo,MX,2021-11-20 19:50:36,26.7667,-109.6667,88.41,42,33,8.57
489,Fukue,JP,2021-11-20 19:50:36,32.6881,128.8419,65.1,56,100,9.55
490,Kamenka,RU,2021-11-20 19:50:36,51.3223,42.7678,38.75,96,100,20.0
491,Acquaviva,SM,2021-11-20 19:50:37,43.9459,12.4185,46.27,96,90,2.3
492,Cuamba,MZ,2021-11-20 19:50:37,-14.8031,36.5372,81.39,45,55,8.84
493,Bida,NG,2021-11-20 19:50:37,9.0833,6.0167,83.01,28,3,2.91
494,Pilar,BR,2021-11-20 19:50:38,-9.5972,-35.9567,82.33,66,38,11.72
495,Karpogory,RU,2021-11-20 19:50:38,64.0019,44.4451,27.34,96,100,4.36
496,Huarmey,PE,2021-11-20 19:50:38,-10.0681,-78.1522,70.5,73,56,11.14
497,Lufilufi,WS,2021-11-20 19:50:39,-13.8745,-171.5986,82.58,75,42,18.07
498,Dunedin,NZ,2021-11-20 19:50:39,-45.8742,170.5036,58.17,68,97,1.83
499,Faya,SA,2021-11-20 19:50:39,18.3851,42.4509,57.31,71,0,3.98
500,Mayumba,GA,2021-11-20 19:50:40,-3.432,10.6554,75.76,87,100,2.82
501,Gamba,GA,2021-11-20 19:50:40,-2.65,10.0,75.69,85,100,2.77
502,Mulege,MX,2021-11-20 19:50:41,26.8833,-111.9833,82.2,30,64,8.3
503,Soyo,AO,2021-11-20 19:50:41,-6.1349,12.3689,78.73,84,96,6.02
504,Alamosa,US,2021-11-20 19:50:41,37.4695,-105.87,48.18,25,1,4.61
505,Oktyabrskoye,RU,2021-11-20 19:50:42,43.0645,44.7417,33.94,93,69,2.24
506,Chicama,PE,2021-11-20 19:50:42,-7.8447,-79.1469,66.74,63,100,10.47
507,Collie,AU,2021-11-20 19:50:43,-33.3667,116.15,53.98,58,5,5.12
508,Puerto Rico,AR,2021-11-20 19:50:43,-26.796,-55.024,88.97,32,2,3.11
509,Pontian Kecil,MY,2021-11-20 19:50:43,1.4801,103.3899,80.73,89,66,3.58
510,Arequipa,PE,2021-11-20 19:50:44,-16.3989,-71.535,68.07,19,75,10.36
511,Sinjai,ID,2021-11-20 19:50:44,-5.1241,120.253,75.97,90,99,3.31
512,General Roca,AR,2021-11-20 19:50:44,-39.0333,-67.5833,94.62,8,4,20.69
513,Kondagaon,IN,2021-11-20 19:50:44,19.6,81.6667,69.3,96,66,3.65
514,Camana,PE,2021-11-20 19:46:18,-16.6228,-72.7111,68.52,76,100,8.68
515,Bukene,TZ,2021-11-20 19:50:45,-4.2333,32.8833,75.78,51,41,9.66
516,Liberty,US,2021-11-20 19:50:45,31.8335,-81.5004,68.25,56,1,1.01
517,Ambunti,PG,2021-11-20 19:50:45,-4.2365,142.8448,73.47,99,99,1.21
518,Bilma,NE,2021-11-20 19:49:46,18.6853,12.9164,81.05,19,14,5.19
519,Linxia,CN,2021-11-20 19:50:46,35.6003,103.2064,24.66,53,5,2.98
520,Vanavara,RU,2021-11-20 19:50:46,60.34,102.2797,-19.5,100,79,2.21
521,Sabha,LY,2021-11-20 19:50:21,27.0377,14.4283,67.12,49,95,15.79
522,Kitimat,CA,2021-11-20 19:50:46,54.0524,-128.6534,43.18,29,100,5.55
523,Riachao,BR,2021-11-20 19:50:46,-7.3619,-46.6172,86.92,54,65,3.87
524,Anloga,GH,2021-11-20 19:50:47,5.7947,0.8973,84.42,78,15,12.15
525,Goderich,CA,2021-11-20 19:46:32,43.7501,-81.7165,42.91,75,100,12.66
526,Saint-Pierre,RE,2021-11-20 19:50:47,-21.3393,55.4781,74.84,73,0,5.75
527,Saint-Prosper,CA,2021-11-20 19:50:48,46.2117,-70.4811,36.68,59,100,5.88
528,Lewistown,US,2021-11-20 19:50:48,40.5992,-77.5714,45.52,45,1,10.36
529,Atherton,GB,2021-11-20 19:50:48,53.5237,-2.4935,51.19,85,100,5.01
530,Gagino,RU,2021-11-20 19:50:48,55.2314,45.0339,31.19,94,100,16.51
531,Subottsi,UA,2021-11-20 19:50:49,48.6554,32.5209,42.46,69,81,15.55
532,Tessalit,ML,2021-11-20 19:50:49,20.1986,1.0114,78.19,24,92,14.14
533,Mount Gambier,AU,2021-11-20 19:50:49,-37.8333,140.7667,42.71,93,40,0.0
534,Pemangkat,ID,2021-11-20 19:50:50,1.1667,108.9667,78.35,87,100,5.41
535,Batagay-Alyta,RU,2021-11-20 19:50:50,67.8006,130.4114,-22.34,97,81,4.41
536,Caxito,AO,2021-11-20 19:50:50,-8.5785,13.6643,81.25,84,37,3.96
537,Kaliyaganj,IN,2021-11-20 19:50:51,25.6333,88.3167,68.68,66,14,1.72
538,Varhaug,NO,2021-11-20 19:50:51,58.6147,5.6457,44.15,80,99,17.31
